timestamp_ms,session_id,node_id_hex,protocol,frequency_mhz,config_index,rssi_dbm,snr_db,length_bytes,packet_type,encrypted,psk_result,psk_id,lat_deg,lon_deg,alt_m,hop_count,is_router,power_class,raw_hex
92208279,snf_6356,49B54A64,Meshtastic,906.875,0,-109.0,-0.5,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54987C1BFB9A40800BE66D55B9D1C88A59CA8081B4BB9F51A7F0DD541A9AD969BCD838170BF6808E4AFEAF715FDC18E8A
92264619,snf_6356,849ADD8C,Meshtastic,906.875,0,-110.0,-1.0,47,routing,1,none,,,,,,1,0,FFFFFFFF8CDD9A8489BAA718610800647B5E5F52E7C49F16EC560661FADB3E10FA1118C45B4A56500FA308CD767D98
92266505,snf_6356,849ADD8C,Meshtastic,906.875,0,-100.0,4.0,47,unknown,1,none,,,,,,0,0,FFFFFFFF8CDD9A8489BAA718600800BE7B5E5F52E7C49F16EC560661FADB3E10FA1118C45B4A56500FA308CD767D98
92268659,snf_6356,49B54A64,Meshtastic,906.875,0,-109.0,-0.8,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54988A5A0BDA50800649D08A2F0DCCFA94B73DE208AC1032BD2818FD5EC838EB356A9DB9B8A8A24AC169D230F1E68FACF
92271890,snf_6356,849ADD8C,Meshtastic,906.875,0,-114.0,-4.7,47,unknown,1,none,,,,,,0,0,FFFFFFFF8CDD9A8489BAA718600800607B5E5F52E7C49F16EC560661FADB3E10FA1118C45B4A56500FA308CD767D98
92278342,snf_6356,849ADD8C,Meshtastic,906.875,0,-115.0,-5.2,48,routing,1,none,,,,,,1,0,FFFFFFFF8CDD9A848AFE8B97610800643D84E95EA4A88FED34FFCEB864AEE82043F849C1589DFFF03C46AEBA4DD810DD
92279695,snf_6356,849ADD8C,Meshtastic,906.875,0,-103.0,3.5,48,unknown,1,none,,,,,,0,0,FFFFFFFF8CDD9A848AFE8B97600800BE3D84E95EA4A88FED34FFCEB864AEE82043F849C1589DFFF03C46AEBA4DD810DD
92281719,snf_6356,49B54A64,Meshtastic,906.875,0,-113.0,-4.5,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54988A5A0BDA40800609D08A2F0DCCFA94B73DE208AC1032BD2818FD5EC838EB356A9DB9B8A8A24AC169D230F1E68FACF
92283613,snf_6356,849ADD8C,Meshtastic,906.875,0,-116.0,-6.5,48,unknown,1,none,,,,,,0,0,FFFFFFFF8CDD9A848AFE8B97600800603D84E95EA4A88FED34FFCEB864AEE82043F849C1589DFFF03C46AEBA4DD810DD
92326276,snf_6356,E2E37708,Meshtastic,906.875,0,-110.0,-1.5,51,unknown,1,none,,,,,,0,0,FFFFFFFF0877E3E2F393E2A9C40A00640843121D0D28E2BE691216086515022B87401D7FB1C440259D10833F28EFE89F014801
92327940,snf_6356,E2E37708,Meshtastic,906.875,0,-114.0,-5.0,51,unknown,1,none,,,,,,0,0,FFFFFFFF0877E3E2F393E2A9C30A00600843121D0D28E2BE691216086515022B87401D7FB1C440259D10833F28EFE89F014801
92328762,snf_6356,49B54A64,Meshtastic,906.875,0,-111.0,-2.2,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54989DD54CFA5080064085C568FA4691938AD3032E9A7EEA759B61095514126188483FF5668C3C730F5C78EF4CE192F6A
92330115,snf_6356,49B54A64,Meshtastic,906.875,0,-105.0,3.0,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54989DD54CFA40800BE085C568FA4691938AD3032E9A7EEA759B61095514126188483FF5668C3C730F5C78EF4CE192F6A
92332540,snf_6356,E2E37708,Meshtastic,906.875,0,-127.0,-18.8,51,unknown,1,none,,,,,,0,0,FFFFFFFF0877E3E2F393E2A9C30A00580843121D0D28E2BE691216086515022B87401D7FB1C440259D10833F28EFE89F014801
92333632,snf_6356,49B54A64,Meshtastic,906.875,0,-114.0,-4.5,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54989DD54CFA4080060085C568FA4691938AD3032E9A7EEA759B61095514126188483FF5668C3C730F5C78EF4CE192F6A
92466034,snf_6356,49B54C60,Meshtastic,906.875,0,-116.0,-6.7,50,unknown,1,none,,,,,,0,0,FFFFFFFF604CB54976A659D1E7080060643C55067E5476011700152CE7D92870643EADB8A02C1AD8D41BA6D0CC95B76EB53D
92467116,snf_6356,49B54C60,Meshtastic,906.875,0,-107.0,1.0,50,unknown,1,none,,,,,,0,0,FFFFFFFF604CB54976A659D1E6080064643C55067E5476011700152CE7D92870643EADB8A02C1AD8D41BA6D0CC95B76EB53D
